Fri 17 Oct 2025 00:18:08 IDT

SLURM_JOBID:		 7494516
SLURM_JOB_NODELIST:	 cs-6000-04 

configuration parmas running: problem_type=bbob es_algorithms=PGPE,ASEBO,Open_ES,SNES,Sep_CMA_ES,CMA_ES,LES,DES
Successfully loaded: sphere
 Loading Problems ..:   0%|                                                              | 0/24 [00:00<?, ?it/s]
running the experiment ... [../../results/BBOBProblem/sphere/PGPE/0]
Generation 016 | Mean fitness (Test): 202.53
Generation 352 | Mean fitness (Test): 47.00
Generation 368 | Mean fitness (Test): 47.00
Generation 384 | Mean fitness (Test): 47.00
Generation 400 | Mean fitness (Test): 47.00
Generation 416 | Mean fitness (Test): 47.00
Generation 432 | Mean fitness (Test): 47.00
Generation 448 | Mean fitness (Test): 47.00
Generation 464 | Mean fitness (Test): 47.00
Generation 480 | Mean fitness (Test): 47.00
Generation 496 | Mean fitness (Test): 47.00
Generation 512 | Mean fitness (Test): 47.00
Generation 528 | Mean fitness (Test): 47.00
Generation 544 | Mean fitness (Test): 47.00
Generation 560 | Mean fitness (Test): 47.00
Generation 576 | Mean fitness (Test): 47.00
Generation 592 | Mean fitness (Test): 47.00
Generation 608 | Mean fitness (Test): 47.00
Generation 624 | Mean fitness (Test): 47.00
Generation 640 | Mean fitness (Test): 47.00
Generation 656 | Mean fitness (Test): 47.00
Generation 672 | Mean fitness (Test): 47.00
Generation 688 | Mean fitness (Test): 47.00
Generation 704 | Mean fitness (Test): 47.00
Generation 720 | Mean fitness (Test): 47.00
Generation 736 | Mean fitness (Test): 47.00
Generation 752 | Mean fitness (Test): 47.00
Generation 768 | Mean fitness (Test): 47.00
Generation 784 | Mean fitness (Test): 47.00
Generation 800 | Mean fitness (Test): 47.00
Generation 816 | Mean fitness (Test): 47.00
Generation 832 | Mean fitness (Test): 47.00
Generation 848 | Mean fitness (Test): 47.00
Generation 864 | Mean fitness (Test): 47.00
Generation 880 | Mean fitness (Test): 47.00
Generation 896 | Mean fitness (Test): 47.00
Generation 912 | Mean fitness (Test): 47.00
Generation 928 | Mean fitness (Test): 47.00
Generation 944 | Mean fitness (Test): 47.00
Generation 960 | Mean fitness (Test): 47.00
Generation 976 | Mean fitness (Test): 47.00
Generation 992 | Mean fitness (Test): 47.00
Generation 1008 | Mean fitness (Test): 47.00
Generation 1024 | Mean fitness (Test): 47.00
running the experiment ... [../../results/BBOBProblem/gallagher_21_hi/DiscoveredES/1]
Generation 016 | Mean fitness (Test): 46.44
Generation 032 | Mean fitness (Test): 44.90
Generation 048 | Mean fitness (Test): 44.69
Generation 064 | Mean fitness (Test): 44.53
Generation 080 | Mean fitness (Test): 44.45
Generation 096 | Mean fitness (Test): 44.43
Generation 112 | Mean fitness (Test): 44.42
Generation 128 | Mean fitness (Test): 44.42
Generation 144 | Mean fitness (Test): 44.41
Generation 160 | Mean fitness (Test): 44.41
Generation 176 | Mean fitness (Test): 44.41
Generation 192 | Mean fitness (Test): 44.41
Generation 208 | Mean fitness (Test): 44.41
Generation 224 | Mean fitness (Test): 44.41
Generation 240 | Mean fitness (Test): 44.41
Generation 256 | Mean fitness (Test): 44.41
Generation 272 | Mean fitness (Test): 44.41
Generation 288 | Mean fitness (Test): 44.41
Generation 304 | Mean fitness (Test): 44.41
Generation 320 | Mean fitness (Test): 44.41
Generation 336 | Mean fitness (Test): 44.41
Generation 352 | Mean fitness (Test): 44.41
Generation 368 | Mean fitness (Test): 44.41
Generation 384 | Mean fitness (Test): 44.41
Generation 400 | Mean fitness (Test): 44.41
Generation 416 | Mean fitness (Test): 44.41
Generation 432 | Mean fitness (Test): 44.41
Generation 448 | Mean fitness (Test): 44.41
Generation 464 | Mean fitness (Test): 44.41
Generation 480 | Mean fitness (Test): 44.41
Generation 496 | Mean fitness (Test): 44.41
Generation 512 | Mean fitness (Test): 44.41
Generation 528 | Mean fitness (Test): 44.41
Generation 544 | Mean fitness (Test): 44.41
Generation 560 | Mean fitness (Test): 44.41
Generation 576 | Mean fitness (Test): 44.41
Generation 592 | Mean fitness (Test): 44.41
Generation 608 | Mean fitness (Test): 44.41
Generation 624 | Mean fitness (Test): 44.41
Generation 640 | Mean fitness (Test): 44.41
Generation 656 | Mean fitness (Test): 44.41
Generation 672 | Mean fitness (Test): 44.41
Generation 688 | Mean fitness (Test): 44.41
Generation 704 | Mean fitness (Test): 44.41
Generation 720 | Mean fitness (Test): 44.41
Generation 736 | Mean fitness (Test): 44.41
Generation 752 | Mean fitness (Test): 44.41
Generation 768 | Mean fitness (Test): 44.41
Generation 784 | Mean fitness (Test): 44.41
Generation 800 | Mean fitness (Test): 44.41
Generation 816 | Mean fitness (Test): 44.41
Generation 832 | Mean fitness (Test): 44.41
Generation 848 | Mean fitness (Test): 44.41
Generation 864 | Mean fitness (Test): 44.41
Generation 880 | Mean fitness (Test): 44.41
Generation 896 | Mean fitness (Test): 44.41
Generation 912 | Mean fitness (Test): 44.41
Generation 928 | Mean fitness (Test): 44.41
Generation 944 | Mean fitness (Test): 44.41
Generation 960 | Mean fitness (Test): 44.41
Generation 976 | Mean fitness (Test): 44.41
Generation 992 | Mean fitness (Test): 44.41
Generation 1008 | Mean fitness (Test): 44.41
Generation 1024 | Mean fitness (Test): 44.41
running the experiment ... [../../results/BBOBProblem/gallagher_21_hi/DiscoveredES/2]
Generation 016 | Mean fitness (Test): 45.94
Generation 032 | Mean fitness (Test): 45.19
Generation 048 | Mean fitness (Test): 45.13
Generation 064 | Mean fitness (Test): 45.11
Generation 080 | Mean fitness (Test): 45.11
Generation 096 | Mean fitness (Test): 45.10
Generation 112 | Mean fitness (Test): 45.10
Generation 128 | Mean fitness (Test): 45.10
Generation 144 | Mean fitness (Test): 45.10
Generation 160 | Mean fitness (Test): 45.10
Generation 176 | Mean fitness (Test): 45.10
Generation 192 | Mean fitness (Test): 45.10
Generation 208 | Mean fitness (Test): 45.10
Generation 224 | Mean fitness (Test): 45.10
Generation 240 | Mean fitness (Test): 45.10
Generation 256 | Mean fitness (Test): 45.10
Generation 272 | Mean fitness (Test): 45.10
Generation 288 | Mean fitness (Test): 45.10
Generation 304 | Mean fitness (Test): 45.10
Generation 320 | Mean fitness (Test): 45.10
Generation 336 | Mean fitness (Test): 45.10
Generation 352 | Mean fitness (Test): 45.10
Generation 368 | Mean fitness (Test): 45.10
Generation 384 | Mean fitness (Test): 45.10
Generation 400 | Mean fitness (Test): 45.10
Generation 416 | Mean fitness (Test): 45.10
Generation 432 | Mean fitness (Test): 45.10
Generation 448 | Mean fitness (Test): 45.10
Generation 464 | Mean fitness (Test): 45.10
Generation 480 | Mean fitness (Test): 45.10
Generation 496 | Mean fitness (Test): 45.10
Generation 512 | Mean fitness (Test): 45.10
Generation 528 | Mean fitness (Test): 45.10
Generation 544 | Mean fitness (Test): 45.10
Generation 560 | Mean fitness (Test): 45.10
Generation 576 | Mean fitness (Test): 45.10
Generation 592 | Mean fitness (Test): 45.10
Generation 608 | Mean fitness (Test): 45.10
Generation 624 | Mean fitness (Test): 45.10
Generation 640 | Mean fitness (Test): 45.10
Generation 656 | Mean fitness (Test): 45.10
Generation 672 | Mean fitness (Test): 45.10
Generation 688 | Mean fitness (Test): 45.10
Generation 704 | Mean fitness (Test): 45.10
Generation 720 | Mean fitness (Test): 45.10
Generation 736 | Mean fitness (Test): 45.10
Generation 752 | Mean fitness (Test): 45.10
Generation 768 | Mean fitness (Test): 45.10
Generation 784 | Mean fitness (Test): 45.10
Generation 800 | Mean fitness (Test): 45.10
Generation 816 | Mean fitness (Test): 45.10
Generation 832 | Mean fitness (Test): 45.10
Generation 848 | Mean fitness (Test): 45.10
Generation 864 | Mean fitness (Test): 45.10
Generation 880 | Mean fitness (Test): 45.10
Generation 896 | Mean fitness (Test): 45.10
Generation 912 | Mean fitness (Test): 45.10
Generation 928 | Mean fitness (Test): 45.10
Generation 944 | Mean fitness (Test): 45.10
Generation 960 | Mean fitness (Test): 45.10
Generation 976 | Mean fitness (Test): 45.10
Generation 992 | Mean fitness (Test): 45.10
Generation 1008 | Mean fitness (Test): 45.10
Generation 1024 | Mean fitness (Test): 45.10
running the experiment ... [../../results/BBOBProblem/gallagher_21_hi/DiscoveredES/3]
Generation 016 | Mean fitness (Test): 46.38
Generation 032 | Mean fitness (Test): 46.37
Generation 048 | Mean fitness (Test): 46.37
Generation 064 | Mean fitness (Test): 46.37
Generation 080 | Mean fitness (Test): 46.37
Generation 096 | Mean fitness (Test): 46.37
Generation 112 | Mean fitness (Test): 46.37
Generation 128 | Mean fitness (Test): 46.37
Generation 144 | Mean fitness (Test): 46.37
Generation 160 | Mean fitness (Test): 46.37
Generation 176 | Mean fitness (Test): 46.37
Generation 192 | Mean fitness (Test): 46.37
Generation 208 | Mean fitness (Test): 46.37
Generation 224 | Mean fitness (Test): 46.37
Generation 240 | Mean fitness (Test): 46.37
Generation 256 | Mean fitness (Test): 46.37
Generation 272 | Mean fitness (Test): 46.37
Generation 288 | Mean fitness (Test): 46.37
Generation 304 | Mean fitness (Test): 46.37
Generation 320 | Mean fitness (Test): 46.37
Generation 336 | Mean fitness (Test): 46.37
Generation 352 | Mean fitness (Test): 46.37
Generation 368 | Mean fitness (Test): 46.37
Generation 384 | Mean fitness (Test): 46.37
Generation 400 | Mean fitness (Test): 46.37
Generation 416 | Mean fitness (Test): 46.37
Generation 432 | Mean fitness (Test): 46.37
Generation 448 | Mean fitness (Test): 46.37
Generation 464 | Mean fitness (Test): 46.37
Generation 480 | Mean fitness (Test): 46.37
Generation 496 | Mean fitness (Test): 46.37
Generation 512 | Mean fitness (Test): 46.37
Generation 528 | Mean fitness (Test): 46.37
Generation 544 | Mean fitness (Test): 46.37
Generation 560 | Mean fitness (Test): 46.37
Generation 576 | Mean fitness (Test): 46.37
Generation 592 | Mean fitness (Test): 46.37
Generation 608 | Mean fitness (Test): 46.37
Generation 624 | Mean fitness (Test): 46.37
Generation 640 | Mean fitness (Test): 46.37
Generation 656 | Mean fitness (Test): 46.37
Generation 672 | Mean fitness (Test): 46.37
Generation 688 | Mean fitness (Test): 46.37
Generation 704 | Mean fitness (Test): 46.37
Generation 720 | Mean fitness (Test): 46.37
Generation 736 | Mean fitness (Test): 46.37
Generation 752 | Mean fitness (Test): 46.37
Generation 768 | Mean fitness (Test): 46.37
Generation 784 | Mean fitness (Test): 46.37
Generation 800 | Mean fitness (Test): 46.37
Generation 816 | Mean fitness (Test): 46.37
Generation 832 | Mean fitness (Test): 46.37
Generation 848 | Mean fitness (Test): 46.37
Generation 864 | Mean fitness (Test): 46.37
Generation 880 | Mean fitness (Test): 46.37
Generation 896 | Mean fitness (Test): 46.37
Generation 912 | Mean fitness (Test): 46.37
Generation 928 | Mean fitness (Test): 46.37
Generation 944 | Mean fitness (Test): 46.37
Generation 960 | Mean fitness (Test): 46.37
Generation 976 | Mean fitness (Test): 46.37
Generation 992 | Mean fitness (Test): 46.37
Generation 1008 | Mean fitness (Test): 46.37
Generation 1024 | Mean fitness (Test): 46.37
running the experiment ... [../../results/BBOBProblem/gallagher_21_hi/DiscoveredES/4]
Generation 016 | Mean fitness (Test): 45.20
Generation 032 | Mean fitness (Test): 45.14
Generation 048 | Mean fitness (Test): 45.11
Generation 064 | Mean fitness (Test): 45.11
Generation 080 | Mean fitness (Test): 45.11
Generation 096 | Mean fitness (Test): 45.10
Generation 112 | Mean fitness (Test): 45.10
Generation 128 | Mean fitness (Test): 45.10
Generation 144 | Mean fitness (Test): 45.10
Generation 160 | Mean fitness (Test): 45.10
Generation 176 | Mean fitness (Test): 45.10
Generation 192 | Mean fitness (Test): 45.10
Generation 208 | Mean fitness (Test): 45.10
Generation 224 | Mean fitness (Test): 45.10
Generation 240 | Mean fitness (Test): 45.10
Generation 256 | Mean fitness (Test): 45.10
Generation 272 | Mean fitness (Test): 45.10
Generation 288 | Mean fitness (Test): 45.10
Generation 304 | Mean fitness (Test): 45.10
Generation 320 | Mean fitness (Test): 45.10
Generation 336 | Mean fitness (Test): 45.10
Generation 352 | Mean fitness (Test): 45.10
Generation 368 | Mean fitness (Test): 45.10
Generation 384 | Mean fitness (Test): 45.10
Generation 400 | Mean fitness (Test): 45.10
Generation 416 | Mean fitness (Test): 45.10
Generation 432 | Mean fitness (Test): 45.10
Generation 448 | Mean fitness (Test): 45.10
Generation 464 | Mean fitness (Test): 45.10
Generation 480 | Mean fitness (Test): 45.10
Generation 496 | Mean fitness (Test): 45.10
Generation 512 | Mean fitness (Test): 45.10
Generation 528 | Mean fitness (Test): 45.10
Generation 544 | Mean fitness (Test): 45.10
Generation 560 | Mean fitness (Test): 45.10
Generation 576 | Mean fitness (Test): 45.10
Generation 592 | Mean fitness (Test): 45.10
Generation 608 | Mean fitness (Test): 45.10
Generation 624 | Mean fitness (Test): 45.10
Generation 640 | Mean fitness (Test): 45.10
Generation 656 | Mean fitness (Test): 45.10
Generation 672 | Mean fitness (Test): 45.10
Generation 688 | Mean fitness (Test): 45.10
Generation 704 | Mean fitness (Test): 45.10
Generation 720 | Mean fitness (Test): 45.10
Generation 736 | Mean fitness (Test): 45.10
Generation 752 | Mean fitness (Test): 45.10
Generation 768 | Mean fitness (Test): 45.10
Generation 784 | Mean fitness (Test): 45.10
Generation 800 | Mean fitness (Test): 45.10
Generation 816 | Mean fitness (Test): 45.10
Generation 832 | Mean fitness (Test): 45.10
Generation 848 | Mean fitness (Test): 45.10
Generation 864 | Mean fitness (Test): 45.10
Generation 880 | Mean fitness (Test): 45.10
Generation 896 | Mean fitness (Test): 45.10
Generation 912 | Mean fitness (Test): 45.10
Generation 928 | Mean fitness (Test): 45.10
Generation 944 | Mean fitness (Test): 45.10
Generation 960 | Mean fitness (Test): 45.10
Generation 976 | Mean fitness (Test): 45.10
Generation 992 | Mean fitness (Test): 45.10
Generation 1008 | Mean fitness (Test): 45.10
Generation 1024 | Mean fitness (Test): 45.10
Running ES algorithms:  75%|█████████████████████████████████████▌            | 6/8 [1:26:31<29:10, 875.20s/it][A
Running ES algorithms: 100%|██████████████████████████████████████████████████| 8/8 [1:39:58<00:00, 642.82s/it][ARunning ES algorithms: 100%|██████████████████████████████████████████████████| 8/8 [1:39:58<00:00, 749.81s/it]
Successfully loaded: katsuura
Loading Problems ..:  92%|██████████████████████████████████████████▏   | 22/24 [19:16:43<2:30:13, 4506.68s/it]
running the experiment ... [../../results/BBOBProblem/katsuura/PGPE/0]
Generation 016 | Mean fitness (Test): 56.20
Generation 032 | Mean fitness (Test): 61.38
Generation 048 | Mean fitness (Test): 66.84
Generation 064 | Mean fitness (Test): 57.27
Generation 080 | Mean fitness (Test): 58.39
Generation 096 | Mean fitness (Test): 54.28
Generation 112 | Mean fitness (Test): 64.67
Generation 128 | Mean fitness (Test): 68.73
Generation 144 | Mean fitness (Test): 61.69
Generation 160 | Mean fitness (Test): 54.09
Generation 176 | Mean fitness (Test): 54.87
Generation 192 | Mean fitness (Test): 64.49
Generation 208 | Mean fitness (Test): 60.77
Generation 224 | Mean fitness (Test): 58.67
Generation 240 | Mean fitness (Test): 50.14
Generation 256 | Mean fitness (Test): 60.16
Generation 272 | Mean fitness (Test): 59.00
Generation 288 | Mean fitness (Test): 60.14
Generation 304 | Mean fitness (Test): 58.47
Generation 320 | Mean fitness (Test): 51.66
Generation 336 | Mean fitness (Test): 56.41
Generation 352 | Mean fitness (Test): 69.78
Generation 368 | Mean fitness (Test): 55.26
Generation 384 | Mean fitness (Test): 60.69
Generation 400 | Mean fitness (Test): 62.18
Generation 416 | Mean fitness (Test): 65.88
Generation 432 | Mean fitness (Test): 53.97
Generation 448 | Mean fitness (Test): 55.67
Generation 464 | Mean fitness (Test): 64.12
Generation 480 | Mean fitness (Test): 59.21
Generation 496 | Mean fitness (Test): 73.42
Generation 512 | Mean fitness (Test): 61.49
Generation 528 | Mean fitness (Test): 65.51
Generation 544 | Mean fitness (Test): 75.91
Generation 560 | Mean fitness (Test): 58.03
Generation 576 | Mean fitness (Test): 65.69
Generation 592 | Mean fitness (Test): 54.63
Generation 608 | Mean fitness (Test): 51.98
Generation 624 | Mean fitness (Test): 60.24
Generation 640 | Mean fitness (Test): 61.34
Generation 656 | Mean fitness (Test): 55.64
Generation 672 | Mean fitness (Test): 58.09
Generation 688 | Mean fitness (Test): 55.90
Generation 704 | Mean fitness (Test): 63.99
Generation 720 | Mean fitness (Test): 65.89
Generation 736 | Mean fitness (Test): 63.19
Generation 752 | Mean fitness (Test): 61.77
Generation 768 | Mean fitness (Test): 64.88
Generation 784 | Mean fitness (Test): 63.59
Generation 800 | Mean fitness (Test): 58.38
Generation 816 | Mean fitness (Test): 64.46
Generation 832 | Mean fitness (Test): 77.08
Generation 848 | Mean fitness (Test): 63.10
Generation 864 | Mean fitness (Test): 67.25
Generation 880 | Mean fitness (Test): 63.34
Generation 896 | Mean fitness (Test): 60.18
Generation 912 | Mean fitness (Test): 75.09
Generation 928 | Mean fitness (Test): 59.13
Generation 944 | Mean fitness (Test): 50.01
Generation 960 | Mean fitness (Test): 71.81
Generation 976 | Mean fitness (Test): 58.87
Generation 992 | Mean fitness (Test): 51.03
Generation 1008 | Mean fitness (Test): 66.14
Generation 1024 | Mean fitness (Test): 54.91
running the experiment ... [../../results/BBOBProblem/katsuura/PGPE/1]
Generation 016 | Mean fitness (Test): 57.87
Generation 032 | Mean fitness (Test): 63.41
Generation 048 | Mean fitness (Test): 67.71
Generation 064 | Mean fitness (Test): 60.59
Generation 080 | Mean fitness (Test): 70.57
Generation 096 | Mean fitness (Test): 49.61
Generation 112 | Mean fitness (Test): 66.02
Generation 128 | Mean fitness (Test): 50.29
Generation 144 | Mean fitness (Test): 59.03
Generation 160 | Mean fitness (Test): 61.51
Generation 176 | Mean fitness (Test): 69.59
Generation 192 | Mean fitness (Test): 65.39
Generation 208 | Mean fitness (Test): 58.70
Generation 224 | Mean fitness (Test): 70.58
Generation 240 | Mean fitness (Test): 69.23
Generation 256 | Mean fitness (Test): 59.92
Generation 272 | Mean fitness (Test): 69.49
Generation 288 | Mean fitness (Test): 70.21
Generation 304 | Mean fitness (Test): 62.46
Generation 320 | Mean fitness (Test): 59.21
Generation 336 | Mean fitness (Test): 60.47
Generation 352 | Mean fitness (Test): 57.02
Generation 368 | Mean fitness (Test): 76.92
Generation 384 | Mean fitness (Test): 53.22
Generation 400 | Mean fitness (Test): 69.09
Generation 416 | Mean fitness (Test): 66.08
Generation 432 | Mean fitness (Test): 59.78
Generation 448 | Mean fitness (Test): 58.29
Generation 464 | Mean fitness (Test): 74.62
Generation 480 | Mean fitness (Test): 67.01
Generation 496 | Mean fitness (Test): 64.55
Generation 512 | Mean fitness (Test): 61.66
Generation 528 | Mean fitness (Test): 73.78
Generation 544 | Mean fitness (Test): 65.89
Generation 560 | Mean fitness (Test): 66.54
Generation 576 | Mean fitness (Test): 70.57
Generation 592 | Mean fitness (Test): 69.37
Generation 608 | Mean fitness (Test): 62.59
Generation 624 | Mean fitness (Test): 64.86
Generation 640 | Mean fitness (Test): 49.97
Generation 656 | Mean fitness (Test): 59.77
Generation 672 | Mean fitness (Test): 53.36
Generation 688 | Mean fitness (Test): 59.13
Generation 704 | Mean fitness (Test): 77.15
Generation 720 | Mean fitness (Test): 55.84
Generation 736 | Mean fitness (Test): 57.25
Generation 752 | Mean fitness (Test): 65.03
Generation 768 | Mean fitness (Test): 63.75
Generation 784 | Mean fitness (Test): 57.83
Generation 800 | Mean fitness (Test): 63.32
Generation 816 | Mean fitness (Test): 53.50
Generation 832 | Mean fitness (Test): 60.27
Generation 848 | Mean fitness (Test): 49.61
Generation 864 | Mean fitness (Test): 65.44
Generation 880 | Mean fitness (Test): 61.99
Generation 896 | Mean fitness (Test): 66.16
Generation 912 | Mean fitness (Test): 56.92
Generation 928 | Mean fitness (Test): 63.81
Generation 944 | Mean fitness (Test): 65.46
Generation 960 | Mean fitness (Test): 63.47
Generation 976 | Mean fitness (Test): 59.32
Generation 992 | Mean fitness (Test): 48.90
Generation 1008 | Mean fitness (Test): 56.24
Generation 1024 | Mean fitness (Test): 60.94
running the experiment ... [../../results/BBOBProblem/katsuura/PGPE/2]
Generation 016 | Mean fitness (Test): 51.76
Generation 032 | Mean fitness (Test): 67.84
Generation 048 | Mean fitness (Test): 63.87
Generation 064 | Mean fitness (Test): 63.97
Generation 080 | Mean fitness (Test): 62.15
Generation 096 | Mean fitness (Test): 53.48
Generation 112 | Mean fitness (Test): 58.62
Generation 128 | Mean fitness (Test): 58.66
Generation 144 | Mean fitness (Test): 61.43
Generation 160 | Mean fitness (Test): 57.84
Generation 176 | Mean fitness (Test): 58.38
Generation 192 | Mean fitness (Test): 75.34
Generation 208 | Mean fitness (Test): 64.66
Generation 224 | Mean fitness (Test): 64.87
Generation 240 | Mean fitness (Test): 48.83
Generation 256 | Mean fitness (Test): 52.57
Generation 272 | Mean fitness (Test): 74.49
Generation 288 | Mean fitness (Test): 46.74
Generation 304 | Mean fitness (Test): 71.71
Generation 320 | Mean fitness (Test): 62.01
Generation 336 | Mean fitness (Test): 73.60
Generation 352 | Mean fitness (Test): 65.61
Generation 368 | Mean fitness (Test): 49.43
Generation 384 | Mean fitness (Test): 58.78
Generation 400 | Mean fitness (Test): 65.99
Generation 416 | Mean fitness (Test): 60.84
Generation 432 | Mean fitness (Test): 64.19
Generation 448 | Mean fitness (Test): 77.02
Generation 464 | Mean fitness (Test): 76.26
Generation 480 | Mean fitness (Test): 47.65
Generation 496 | Mean fitness (Test): 56.93
Generation 512 | Mean fitness (Test): 62.57
Generation 528 | Mean fitness (Test): 54.83
Generation 544 | Mean fitness (Test): 56.63
Generation 560 | Mean fitness (Test): 61.47
Generation 576 | Mean fitness (Test): 55.98
Generation 592 | Mean fitness (Test): 52.19
Generation 608 | Mean fitness (Test): 61.00
Generation 624 | Mean fitness (Test): 63.84
Generation 640 | Mean fitness (Test): 50.14
Generation 656 | Mean fitness (Test): 55.09
Generation 672 | Mean fitness (Test): 64.03
Generation 688 | Mean fitness (Test): 66.89
Generation 704 | Mean fitness (Test): 57.61
Generation 720 | Mean fitness (Test): 57.76
Generation 736 | Mean fitness (Test): 76.95
Generation 752 | Mean fitness (Test): 56.40
Generation 768 | Mean fitness (Test): 58.99
Generation 784 | Mean fitness (Test): 60.21
Generation 800 | Mean fitness (Test): 67.00
Generation 816 | Mean fitness (Test): 74.87
Generation 832 | Mean fitness (Test): 64.68
Generation 848 | Mean fitness (Test): 56.97
Generation 864 | Mean fitness (Test): 65.46
Generation 880 | Mean fitness (Test): 55.73
Generation 896 | Mean fitness (Test): 51.32
Generation 912 | Mean fitness (Test): 55.83
Generation 928 | Mean fitness (Test): 71.03
Generation 944 | Mean fitness (Test): 74.98
Generation 960 | Mean fitness (Test): 63.10
Generation 976 | Mean fitness (Test): 56.22
Generation 992 | Mean fitness (Test): 52.86
Generation 1008 | Mean fitness (Test): 51.42
Generation 1024 | Mean fitness (Test): 60.51
running the experiment ... [../../results/BBOBProblem/katsuura/PGPE/3]
Generation 016 | Mean fitness (Test): 72.17
Generation 032 | Mean fitness (Test): 73.17
Generation 048 | Mean fitness (Test): 60.12
Generation 064 | Mean fitness (Test): 56.13
Generation 080 | Mean fitness (Test): 74.56
Generation 096 | Mean fitness (Test): 64.18
Generation 112 | Mean fitness (Test): 50.06
Generation 128 | Mean fitness (Test): 47.30
Generation 144 | Mean fitness (Test): 65.85
Generation 160 | Mean fitness (Test): 59.06
Generation 176 | Mean fitness (Test): 69.05
Generation 192 | Mean fitness (Test): 55.47
Generation 208 | Mean fitness (Test): 52.41
Generation 224 | Mean fitness (Test): 53.89
Generation 240 | Mean fitness (Test): 71.84
Generation 256 | Mean fitness (Test): 61.53
Generation 272 | Mean fitness (Test): 58.19
Generation 288 | Mean fitness (Test): 60.35
Generation 304 | Mean fitness (Test): 56.42
Generation 320 | Mean fitness (Test): 70.09
Generation 336 | Mean fitness (Test): 65.97
Generation 352 | Mean fitness (Test): 57.72
Generation 368 | Mean fitness (Test): 57.49
Generation 384 | Mean fitness (Test): 67.90
Generation 400 | Mean fitness (Test): 54.87
Generation 416 | Mean fitness (Test): 70.76
Generation 432 | Mean fitness (Test): 53.28
Generation 448 | Mean fitness (Test): 59.97
Generation 464 | Mean fitness (Test): 61.61
Generation 480 | Mean fitness (Test): 55.24
Generation 496 | Mean fitness (Test): 53.31
Generation 512 | Mean fitness (Test): 64.31
Generation 528 | Mean fitness (Test): 54.38
Generation 544 | Mean fitness (Test): 61.14
Generation 560 | Mean fitness (Test): 62.37
Generation 576 | Mean fitness (Test): 59.45
Generation 592 | Mean fitness (Test): 47.90
Generation 608 | Mean fitness (Test): 61.16
Generation 624 | Mean fitness (Test): 60.18
Generation 640 | Mean fitness (Test): 50.00
Generation 656 | Mean fitness (Test): 59.60
Generation 672 | Mean fitness (Test): 62.66
Generation 688 | Mean fitness (Test): 60.51
Generation 704 | Mean fitness (Test): 73.49
Generation 720 | Mean fitness (Test): 62.47
Generation 736 | Mean fitness (Test): 62.83
Generation 752 | Mean fitness (Test): 61.27
Generation 768 | Mean fitness (Test): 54.16
Generation 784 | Mean fitness (Test): 55.63
Generation 800 | Mean fitness (Test): 65.62
Generation 816 | Mean fitness (Test): 60.13
Generation 832 | Mean fitness (Test): 61.41
Generation 848 | Mean fitness (Test): 65.88
Generation 864 | Mean fitness (Test): 58.79
Generation 880 | Mean fitness (Test): 53.45
Generation 896 | Mean fitness (Test): 60.74
Generation 912 | Mean fitness (Test): 71.90
Generation 928 | Mean fitness (Test): 62.08
Generation 944 | Mean fitness (Test): 62.51
Generation 960 | Mean fitness (Test): 48.69
Generation 976 | Mean fitness (Test): 65.54
Generation 992 | Mean fitness (Test): 60.67
Generation 1008 | Mean fitness (Test): 72.21
Generation 1024 | Mean fitness (Test): 74.59
running the experiment ... [../../results/BBOBProblem/katsuura/PGPE/4]
Generation 016 | Mean fitness (Test): 58.53
Generation 032 | Mean fitness (Test): 55.33
Generation 048 | Mean fitness (Test): 62.67
Generation 064 | Mean fitness (Test): 56.53
Generation 080 | Mean fitness (Test): 57.70
Generation 096 | Mean fitness (Test): 62.71
Generation 112 | Mean fitness (Test): 55.66
Generation 128 | Mean fitness (Test): 54.68
Generation 144 | Mean fitness (Test): 53.87
Generation 160 | Mean fitness (Test): 56.71
Generation 176 | Mean fitness (Test): 73.44
Generation 192 | Mean fitness (Test): 57.77
Generation 208 | Mean fitness (Test): 51.49
Generation 224 | Mean fitness (Test): 56.27
Generation 240 | Mean fitness (Test): 55.62
Generation 256 | Mean fitness (Test): 74.85
Generation 272 | Mean fitness (Test): 61.88
Generation 288 | Mean fitness (Test): 54.38
Generation 304 | Mean fitness (Test): 59.10
Generation 320 | Mean fitness (Test): 70.53
Generation 336 | Mean fitness (Test): 51.79
Generation 352 | Mean fitness (Test): 49.47
Generation 368 | Mean fitness (Test): 63.67
Generation 384 | Mean fitness (Test): 63.36
Generation 400 | Mean fitness (Test): 65.32
Generation 416 | Mean fitness (Test): 54.40
Generation 432 | Mean fitness (Test): 56.33
Generation 448 | Mean fitness (Test): 61.26
Generation 464 | Mean fitness (Test): 54.30
Generation 480 | Mean fitness (Test): 71.64
Generation 496 | Mean fitness (Test): 51.36
Generation 512 | Mean fitness (Test): 55.69
Generation 528 | Mean fitness (Test): 58.27
Generation 544 | Mean fitness (Test): 54.91
Generation 560 | Mean fitness (Test): 57.35
Generation 576 | Mean fitness (Test): 60.94
Generation 592 | Mean fitness (Test): 55.59
Generation 608 | Mean fitness (Test): 57.86
Generation 624 | Mean fitness (Test): 70.56
Generation 640 | Mean fitness (Test): 57.07
Generation 656 | Mean fitness (Test): 66.43
Generation 672 | Mean fitness (Test): 60.06
Generation 688 | Mean fitness (Test): 63.31
Generation 704 | Mean fitness (Test): 55.57
